HI_wl,prob,index,value,lon,lat
1.5,0.99,HWF,10.6791979949875,106.75,41.25
1.5,0.999,HWF,5.32586070439256,106.75,41.25
1.5,0.9999,HWF,4.66492275580592,106.75,41.25
2,0.9,HWF,11.0075187969925,106.75,41.25
2,0.95,HWF,13.9398496240602,106.75,41.25
2,0.99,HWF,12.3859649122807,106.75,41.25
2,0.999,HWF,7.22905949083235,106.75,41.25
2,0.9999,HWF,6.35880051004705,106.75,41.25
3.5,0.9,HWF,4.28822055137845,106.75,41.25
3.5,0.95,HWF,6.88972431077694,106.75,41.25
3.5,0.99,HWF,11.4937343358396,106.75,41.25
3.5,0.999,HWF,11.3959899749373,106.75,41.25
3.5,0.9999,HWF,10.8897243107769,106.75,41.25
0.85,0.9,HWD,66.8095238095238,107.75,41.25
0.85,0.95,HWD,39.7293233082707,107.75,41.25
0.85,0.99,HWD,12.887969924812,107.75,41.25
0.85,0.999,HWD,4.37615007044085,107.75,41.25
0.85,0.9999,HWD,3.60501151438499,107.75,41.25
1.5,0.9,HWD,89.7794486215539,107.75,41.25
1.5,0.95,HWD,58.1779448621554,107.75,41.25
1.5,0.99,HWD,22.3934837092732,107.75,41.25
1.5,0.999,HWD,8.41534486370726,107.75,41.25
1.5,0.9999,HWD,6.91022379866074,107.75,41.25
2,0.9,HWD,105.982456140351,107.75,41.25
2,0.95,HWD,72.9448621553885,107.75,41.25
2,0.99,HWD,31.2556390977444,107.75,41.25
2,0.999,HWD,12.8477047882865,107.75,41.25
2,0.9999,HWD,10.782810095414,107.75,41.25
3.5,0.9,HWD,160.022556390977,107.75,41.25
3.5,0.95,HWD,124.481203007519,107.75,41.25
3.5,0.99,HWD,69.5964912280702,107.75,41.25
3.5,0.999,HWD,35.5563909774436,107.75,41.25
3.5,0.9999,HWD,30.68671679198,107.75,41.25
0.85,0.9,HWI,5.98821145112782,107.75,41.25
0.85,0.95,HWI,4.75966936516291,107.75,41.25
0.85,0.99,HWI,2.83679944665915,107.75,41.25
0.85,0.999,HWI,1.56139447532582,107.75,41.25
0.85,0.9999,HWI,1.38553690168916,107.75,41.25
1.5,0.9,HWI,6.92961062105263,107.75,41.25
1.5,0.95,HWI,5.766231979198,107.75,41.25
1.5,0.99,HWI,3.7805810833584,107.75,41.25
1.5,0.999,HWI,2.31970826483132,107.75,41.25
1.5,0.9999,HWI,2.09942511708943,107.75,41.25
2,0.9,HWI,7.42288344210526,107.75,41.25
2,0.95,HWI,6.26378618070176,107.75,41.25
2,0.99,HWI,4.30898886556391,107.75,41.25
2,0.999,HWI,2.82174045390569,107.75,41.25
2,0.9999,HWI,2.59252381130792,107.75,41.25
3.5,0.9,HWI,9.49005943558897,107.75,41.25
3.5,0.95,HWI,8.34063391779449,107.75,41.25
3.5,0.99,HWI,6.38787394887218,107.75,41.25
3.5,0.999,HWI,4.76550164112782,107.75,41.25
3.5,0.9999,HWI,4.52125697097744,107.75,41.25
0.85,0.9,HWS,108.307269017544,107.75,41.25
0.85,0.95,HWS,54.6590328664161,107.75,41.25
0.85,0.99,HWS,13.8355124792231,107.75,41.25
0.85,0.999,HWS,3.87524361322583,107.75,41.25
0.85,0.9999,HWS,3.13905448299755,107.75,41.25
1.5,0.9,HWS,164.753305802005,107.75,41.25
1.5,0.95,HWS,91.3708459649123,107.75,41.25
1.5,0.99,HWS,27.5976306773183,107.75,41.25
1.5,0.999,HWS,8.65594868465398,107.75,41.25
1.5,0.9999,HWS,7.01939297456981,107.75,41.25
2,0.9,HWS,213.71694852381,107.75,41.25
2,0.95,HWS,125.642938097744,107.75,41.25
2,0.99,HWS,42.44343000401,107.75,41.25
2,0.999,HWS,14.6336067492721,107.75,41.25
2,0.9999,HWS,12.0050452602256,107.75,41.25
3.5,0.9,HWS,429.645440776942,107.75,41.25
3.5,0.95,HWS,289.337445942356,107.75,41.25
3.5,0.99,HWS,127.993274406015,107.75,41.25
3.5,0.999,HWS,54.4537227401002,107.75,41.25
3.5,0.9999,HWS,46.0858916622055,107.75,41.25
0.85,0.9,HWF,17.0125313283208,107.75,41.25
0.85,0.95,HWF,15.0100250626566,107.75,41.25
0.85,0.99,HWF,7.18696741854637,107.75,41.25
0.85,0.999,HWF,3.00566239316239,107.75,41.25
0.85,0.9999,HWF,2.59738360466322,107.75,41.25
1.5,0.9,HWF,14.3157894736842,107.75,41.25
1.5,0.95,HWF,15.4035087719298,107.75,41.25
1.5,0.99,HWF,10.2481203007519,107.75,41.25
1.5,0.999,HWF,4.92328602724562,107.75,41.25
1.5,0.9999,HWF,4.24794881941696,107.75,41.25
2,0.9,HWF,10.9949874686717,107.75,41.25
2,0.95,HWF,13.8045112781955,107.75,41.25
2,0.99,HWF,11.9047619047619,107.75,41.25
2,0.999,HWF,6.63935496636328,107.75,41.25
2,0.9999,HWF,5.82377214967243,107.75,41.25
3.5,0.9,HWF,4.30075187969925,107.75,41.25
3.5,0.95,HWF,7.0250626566416,107.75,41.25
3.5,0.99,HWF,11.3408521303258,107.75,41.25
3.5,0.999,HWF,10.734335839599,107.75,41.25
3.5,0.9999,HWF,10.1754385964912,107.75,41.25
0.85,0.9,HWD,66.2606516290727,108.75,41.25
0.85,0.95,HWD,39.0977443609023,108.75,41.25
0.85,0.99,HWD,12.618671679198,108.75,41.25
0.85,0.999,HWD,4.46190767414289,108.75,41.25
0.85,0.9999,HWD,3.76541215922021,108.75,41.25
1.5,0.9,HWD,88.3984962406015,108.75,41.25
1.5,0.95,HWD,57.1729323308271,108.75,41.25
1.5,0.99,HWD,21.8914786967419,108.75,41.25
1.5,0.999,HWD,8.49850813825069,108.75,41.25
1.5,0.9999,HWD,7.18643334988658,108.75,41.25
2,0.9,HWD,103.731829573935,108.75,41.25
2,0.95,HWD,71.0751879699248,108.75,41.25
2,0.99,HWD,30.2681704260652,108.75,41.25
2,0.999,HWD,12.8575056061206,108.75,41.25
2,0.9999,HWD,10.980701754386,108.75,41.25
3.5,0.9,HWD,156.651629072682,108.75,41.25
3.5,0.95,HWD,121.989974937343,108.75,41.25
3.5,0.99,HWD,68.3182957393484,108.75,41.25
3.5,0.999,HWD,35.8922305764411,108.75,41.25
3.5,0.9999,HWD,31.2542606516291,108.75,41.25
0.85,0.9,HWI,5.91582167844612,108.75,41.25
0.85,0.95,HWI,4.69083883784461,108.75,41.25
0.85,0.99,HWI,2.78360194177381,108.75,41.25
0.85,0.999,HWI,1.54277631010873,108.75,41.25
0.85,0.9999,HWI,1.39141481722233,108.75,41.25
1.5,0.9,HWI,6.8355036566416,108.75,41.25
1.5,0.95,HWI,5.64859415513785,108.75,41.25
1.5,0.99,HWI,3.67837680411028,108.75,41.25
1.5,0.999,HWI,2.27538032247318,108.75,41.25
1.5,0.9999,HWI,2.09664576601178,108.75,41.25
2,0.9,HWI,7.35758963909774,108.75,41.25
2,0.95,HWI,6.19148809498747,108.75,41.25
2,0.99,HWI,4.23675045095238,108.75,41.25
2,0.999,HWI,2.7752546171416,108.75,41.25
2,0.9999,HWI,2.57852182571328,108.75,41.25
3.5,0.9,HWI,9.29039056466165,108.75,41.25
3.5,0.95,HWI,8.14760206591479,108.75,41.25
3.5,0.99,HWI,6.25020435338346,108.75,41.25
3.5,0.999,HWI,4.69323510373434,108.75,41.25
3.5,0.9999,HWI,4.45682729094862,108.75,41.25
0.85,0.9,HWS,108.027380819549,108.75,41.25
0.85,0.95,HWS,54.1815098318296,108.75,41.25
0.85,0.99,HWS,13.7419582560388,108.75,41.25
0.85,0.999,HWS,4.03036555806274,108.75,41.25
0.85,0.9999,HWS,3.31617816951531,108.75,41.25
1.5,0.9,HWS,163.113814511278,108.75,41.25
1.5,0.95,HWS,89.9291069611529,108.75,41.25
1.5,0.99,HWS,27.3883204840852,108.75,41.25
1.5,0.999,HWS,8.9165399508215,108.75,41.25
1.5,0.9999,HWS,7.38724824204935,108.75,41.25
2,0.9,HWS,210.128607032581,108.75,41.25
2,0.95,HWS,122.78924497995,108.75,41.25
2,0.99,HWS,41.6694866576441,108.75,41.25
2,0.999,HWS,14.8129431439191,108.75,41.25
2,0.9999,HWS,12.3380443771059,108.75,41.25
3.5,0.9,HWS,422.469364711779,108.75,41.25
3.5,0.95,HWS,283.910506137845,108.75,41.25
3.5,0.99,HWS,126.62640964411,108.75,41.25
3.5,0.999,HWS,56.012819213609,108.75,41.25
3.5,0.9999,HWS,47.9086516465163,108.75,41.25
0.85,0.9,HWF,16.6416040100251,108.75,41.25
0.85,0.95,HWF,14.6666666666667,108.75,41.25
0.85,0.99,HWF,6.8624060150376,108.75,41.25
0.85,0.999,HWF,3.02171529631812,108.75,41.25
0.85,0.9999,HWF,2.65151903525294,108.75,41.25
1.5,0.9,HWF,14.0250626566416,108.75,41.25
1.5,0.95,HWF,15.2105263157895,108.75,41.25
1.5,0.99,HWF,9.84962406015038,108.75,41.25
1.5,0.999,HWF,4.83026205865541,108.75,41.25
1.5,0.9999,HWF,4.26518237027036,108.75,41.25
2,0.9,HWF,10.7518796992481,108.75,41.25
2,0.95,HWF,13.4786967418546,108.75,41.25
2,0.99,HWF,11.2982456140351,108.75,41.25
2,0.999,HWF,6.48959899749374,108.75,41.25
2,0.9999,HWF,5.80254803675856,108.75,41.25
3.5,0.9,HWF,4.20300751879699,108.75,41.25
3.5,0.95,HWF,6.75689223057644,108.75,41.25
3.5,0.99,HWF,11.0125313283208,108.75,41.25
3.5,0.999,HWF,10.6365914786967,108.75,41.25
3.5,0.9999,HWF,10.1459899749373,108.75,41.25
0.85,0.9,HWD,66.218045112782,109.75,41.25
0.85,0.95,HWD,39.1228070175439,109.75,41.25
0.85,0.99,HWD,12.5612122411291,109.75,41.25
0.85,0.999,HWD,4.74979786928622,109.75,41.25
0.85,0.9999,HWD,4.03228624818775,109.75,41.25
1.5,0.9,HWD,87.5062656641604,109.75,41.25
1.5,0.95,HWD,56.5689223057644,109.75,41.25
1.5,0.99,HWD,21.8421052631579,109.75,41.25
1.5,0.999,HWD,8.85921925556926,109.75,41.25
1.5,0.9999,HWD,7.63411211206551,109.75,41.25
2,0.9,HWD,101.651629072682,109.75,41.25
2,0.95,HWD,69.6015037593985,109.75,41.25
2,0.99,HWD,30.203007518797,109.75,41.25
2,0.999,HWD,13.1703073473157,109.75,41.25
2,0.9999,HWD,11.4143379604843,109.75,41.25
3.5,0.9,HWD,152.749373433584,109.75,41.25
3.5,0.95,HWD,118.40350877193,109.75,41.25
3.5,0.99,HWD,66.9924812030075,109.75,41.25
3.5,0.999,HWD,36.6340852130326,109.75,41.25
3.5,0.9999,HWD,32.062656641604,109.75,41.25
0.85,0.9,HWI,5.8182029245614,109.75,41.25
0.85,0.95,HWI,4.53127094974937,109.75,41.25
0.85,0.99,HWI,2.68780011953034,109.75,41.25
0.85,0.999,HWI,1.54308893105764,109.75,41.25
0.85,0.9999,HWI,1.393935051013,109.75,41.25
1.5,0.9,HWI,6.70669433358396,109.75,41.25
1.5,0.95,HWI,5.49220124912281,109.75,41.25
1.5,0.99,HWI,3.60866725809524,109.75,41.25
1.5,0.999,HWI,2.2684596318994,109.75,41.25
1.5,0.9999,HWI,2.13227934170274,109.75,41.25
2,0.9,HWI,7.20729114285714,109.75,41.25
2,0.95,HWI,6.03077678095238,109.75,41.25
2,0.99,HWI,4.15970743145363,109.75,41.25
2,0.999,HWI,2.8378507789016,109.75,41.25
2,0.9999,HWI,2.6906301830676,109.75,41.25
3.5,0.9,HWI,9.02570711027569,109.75,41.25
3.5,0.95,HWI,7.8910125037594,109.75,41.25
3.5,0.99,HWI,6.08209893308271,109.75,41.25
3.5,0.999,HWI,4.67560404877193,109.75,41.25
3.5,0.9999,HWI,4.46659527122807,109.75,41.25
0.85,0.9,HWS,108.122573115288,109.75,41.25
0.85,0.95,HWS,53.9953477789474,109.75,41.25
0.85,0.99,HWS,13.5894928164475,109.75,41.25
0.85,0.999,HWS,4.31432609061738,109.75,41.25
0.85,0.9999,HWS,3.5700142372796,109.75,41.25
1.5,0.9,HWS,162.171588864662,109.75,41.25
1.5,0.95,HWS,89.2866149072682,109.75,41.25
1.5,0.99,HWS,27.2351961576441,109.75,41.25
1.5,0.999,HWS,9.39615372303795,109.75,41.25
1.5,0.9999,HWS,7.95538819359813,109.75,41.25
2,0.9,HWS,207.394641345865,109.75,41.25
2,0.95,HWS,121.146986781955,109.75,41.25
2,0.99,HWS,41.6018716408521,109.75,41.25
2,0.999,HWS,15.4153187283085,109.75,41.25
2,0.9999,HWS,13.115307733177,109.75,41.25
3.5,0.9,HWS,415.20181358396,109.75,41.25
3.5,0.95,HWS,279.427821220551,109.75,41.25
3.5,0.99,HWS,127.139413197995,109.75,41.25
3.5,0.999,HWS,59.0067876909023,109.75,41.25
3.5,0.9999,HWS,50.8706504276692,109.75,41.25
0.85,0.9,HWF,16.6466165413534,109.75,41.25
0.85,0.95,HWF,14.5864661654135,109.75,41.25
0.85,0.99,HWF,6.79845007254979,109.75,41.25
0.85,0.999,HWF,3.07649664667344,109.75,41.25
0.85,0.9999,HWF,2.74586951621333,109.75,41.25
1.5,0.9,HWF,13.9248120300752,109.75,41.25
1.5,0.95,HWF,15.1152882205514,109.75,41.25
1.5,0.99,HWF,9.64411027568922,109.75,41.25
1.5,0.999,HWF,4.88199717560154,109.75,41.25
1.5,0.9999,HWF,4.40299096554596,109.75,41.25
2,0.9,HWF,10.6065162907268,109.75,41.25
2,0.95,HWF,13.2080200501253,109.75,41.25
2,0.99,HWF,11.1328320802005,109.75,41.25
2,0.999,HWF,6.44400474871389,109.75,41.25
2,0.9999,HWF,5.87610952044714,109.75,41.25
3.5,0.9,HWF,4.27067669172932,109.75,41.25
3.5,0.95,HWF,6.71428571428572,109.75,41.25
3.5,0.99,HWF,10.5714285714286,109.75,41.25
3.5,0.999,HWF,10.5689223057644,109.75,41.25
3.5,0.9999,HWF,10.0952380952381,109.75,41.25
0.85,0.9,HWD,64.9147869674185,110.75,41.25
0.85,0.95,HWD,38.6240601503759,110.75,41.25
0.85,0.99,HWD,12.7203007518797,110.75,41.25
0.85,0.999,HWD,4.80213393869904,110.75,41.25
0.85,0.9999,HWD,4.04231037642313,110.75,41.25
1.5,0.9,HWD,85.1177944862155,110.75,41.25
1.5,0.95,HWD,55.5714285714286,110.75,41.25
1.5,0.99,HWD,21.6616541353384,110.75,41.25
1.5,0.999,HWD,8.900571733772,110.75,41.25
1.5,0.9999,HWD,7.57694167694779,110.75,41.25
2,0.9,HWD,98.4035087719298,110.75,41.25
2,0.95,HWD,67.3634085213033,110.75,41.25
2,0.99,HWD,29.7042606516291,110.75,41.25
2,0.999,HWD,13.224845007255,110.75,41.25
2,0.9999,HWD,11.3735588972431,110.75,41.25
3.5,0.9,HWD,148.03007518797,110.75,41.25
3.5,0.95,HWD,114.115288220551,110.75,41.25
3.5,0.99,HWD,65.5388471177945,110.75,41.25
3.5,0.999,HWD,36.2882205513784,110.75,41.25
3.5,0.9999,HWD,32.1578947368421,110.75,41.25
0.85,0.9,HWI,5.78840450902256,110.75,41.25
0.85,0.95,HWI,4.47037170827068,110.75,41.25
0.85,0.99,HWI,2.63148317400276,110.75,41.25
0.85,0.999,HWI,1.56440962542782,110.75,41.25
0.85,0.9999,HWI,1.42462798542239,110.75,41.25
1.5,0.9,HWI,6.59761538671679,110.75,41.25
1.5,0.95,HWI,5.37359638847118,110.75,41.25
1.5,0.99,HWI,3.5236631220802,110.75,41.25
1.5,0.999,HWI,2.24208665461442,110.75,41.25
1.5,0.9999,HWI,2.07777573226924,110.75,41.25
2,0.9,HWI,7.06284617844612,110.75,41.25
2,0.95,HWI,5.86904451428571,110.75,41.25
2,0.99,HWI,4.04964116305764,110.75,41.25
2,0.999,HWI,2.77077799755888,110.75,41.25
2,0.9999,HWI,2.60775940308972,110.75,41.25
3.5,0.9,HWI,8.88844842130326,110.75,41.25
3.5,0.95,HWI,7.73466954385965,110.75,41.25
3.5,0.99,HWI,5.98706229598998,110.75,41.25
3.5,0.999,HWI,4.61687871142857,110.75,41.25
3.5,0.9999,HWI,4.41244943794486,110.75,41.25
0.85,0.9,HWS,107.196604719298,110.75,41.25
0.85,0.95,HWS,53.5081049689223,110.75,41.25
0.85,0.99,HWS,13.7226186751719,110.75,41.25
0.85,0.999,HWS,4.41712470914993,110.75,41.25
0.85,0.9999,HWS,3.6418699616608,110.75,41.25
1.5,0.9,HWS,159.331500095238,110.75,41.25
1.5,0.95,HWS,87.9413779799499,110.75,41.25
1.5,0.99,HWS,27.2266779647118,110.75,41.25
1.5,0.999,HWS,9.62935306324881,110.75,41.25
1.5,0.9999,HWS,8.05201655864023,110.75,41.25
2,0.9,HWS,202.149644521303,110.75,41.25
2,0.95,HWS,118.236302819549,110.75,41.25
2,0.99,HWS,41.4337573233083,110.75,41.25
2,0.999,HWS,15.7709751785234,110.75,41.25
2,0.9999,HWS,13.2947513746361,110.75,41.25
3.5,0.9,HWS,402.641475802005,110.75,41.25
3.5,0.95,HWS,270.864922561404,110.75,41.25
3.5,0.99,HWS,125.569749083709,110.75,41.25
3.5,0.999,HWS,59.7836952339599,110.75,41.25
3.5,0.9999,HWS,52.005412554386,110.75,41.25
0.85,0.9,HWF,16.3759398496241,110.75,41.25
0.85,0.95,HWF,14.3157894736842,110.75,41.25
0.85,0.99,HWF,6.76929824561403,110.75,41.25
0.85,0.999,HWF,3.11803154909111,110.75,41.25
0.85,0.9999,HWF,2.74560095703366,110.75,41.25
1.5,0.9,HWF,13.7543859649123,110.75,41.25
1.5,0.95,HWF,14.8696741854637,110.75,41.25
1.5,0.99,HWF,9.44110275689223,110.75,41.25
1.5,0.999,HWF,4.88781641927316,110.75,41.25
1.5,0.9999,HWF,4.3411389347983,110.75,41.25
2,0.9,HWF,10.406015037594,110.75,41.25
2,0.95,HWF,12.8320802005013,110.75,41.25
2,0.99,HWF,10.8295739348371,110.75,41.25
2,0.999,HWF,6.47839335180056,110.75,41.25
2,0.9999,HWF,5.78554720133668,110.75,41.25
3.5,0.9,HWF,4.17543859649123,110.75,41.25
3.5,0.95,HWF,6.48872180451128,110.75,41.25
3.5,0.99,HWF,10.3157894736842,110.75,41.25
3.5,0.999,HWF,10.3458646616541,110.75,41.25
3.5,0.9999,HWF,10.0225563909774,110.75,41.25
0.85,0.9,HWD,63.6817042606516,111.75,41.25
0.85,0.95,HWD,38.2038847117795,111.75,41.25
0.85,0.99,HWD,12.7630677571121,111.75,41.25
0.85,0.999,HWD,4.79111330163147,111.75,41.25
0.85,0.9999,HWD,4.11450144441223,111.75,41.25
1.5,0.9,HWD,83.2280701754386,111.75,41.25
1.5,0.95,HWD,54.3609022556391,111.75,41.25
1.5,0.99,HWD,21.7017543859649,111.75,41.25
1.5,0.999,HWD,8.78633205821572,111.75,41.25
1.5,0.9999,HWD,7.47254342641951,111.75,41.25
2,0.9,HWD,96.1027568922306,111.75,41.25
2,0.95,HWD,65.7167919799499,111.75,41.25
2,0.99,HWD,29.2731829573935,111.75,41.25
2,0.999,HWD,13.0100580398364,111.75,41.25
2,0.9999,HWD,11.2125379237568,111.75,41.25
3.5,0.9,HWD,144.177944862155,111.75,41.25
3.5,0.95,HWD,110.884711779449,111.75,41.25
3.5,0.99,HWD,63.9874686716792,111.75,41.25
3.5,0.999,HWD,35.8571428571429,111.75,41.25
3.5,0.9999,HWD,31.8270676691729,111.75,41.25
0.85,0.9,HWI,5.7594600433584,111.75,41.25
0.85,0.95,HWI,4.44843894629073,111.75,41.25
0.85,0.99,HWI,2.57891659738702,111.75,41.25
0.85,0.999,HWI,1.51556015110232,111.75,41.25
0.85,0.9999,HWI,1.3546955411774,111.75,41.25
1.5,0.9,HWI,6.56272816140351,111.75,41.25
1.5,0.95,HWI,5.32965984636592,111.75,41.25
1.5,0.99,HWI,3.47673957278196,111.75,41.25
1.5,0.999,HWI,2.23841747741614,111.75,41.25
1.5,0.9999,HWI,2.05679662707448,111.75,41.25
2,0.9,HWI,7.02420431353383,111.75,41.25
2,0.95,HWI,5.78737853884712,111.75,41.25
2,0.99,HWI,3.96218072052632,111.75,41.25
2,0.999,HWI,2.73064212314596,111.75,41.25
2,0.9999,HWI,2.56835833274001,111.75,41.25
3.5,0.9,HWI,8.836219579198,111.75,41.25
3.5,0.95,HWI,7.69798310526316,111.75,41.25
3.5,0.99,HWI,5.9731443566416,111.75,41.25
3.5,0.999,HWI,4.62427891847118,111.75,41.25
3.5,0.9999,HWI,4.40997986724311,111.75,41.25
0.85,0.9,HWS,106.893820473684,111.75,41.25
0.85,0.95,HWS,53.2930719705639,111.75,41.25
0.85,0.99,HWS,13.692345626344,111.75,41.25
0.85,0.999,HWS,4.41436110392249,111.75,41.25
0.85,0.9999,HWS,3.67712432927148,111.75,41.25
1.5,0.9,HWS,157.851609463659,111.75,41.25
1.5,0.95,HWS,86.7262085588972,111.75,41.25
1.5,0.99,HWS,27.1188007411028,111.75,41.25
1.5,0.999,HWS,9.59552234028724,111.75,41.25
1.5,0.9999,HWS,8.01608923739523,111.75,41.25
2,0.9,HWS,199.262148568922,111.75,41.25
2,0.95,HWS,115.857354889724,111.75,41.25
2,0.99,HWS,40.9274032200501,111.75,41.25
2,0.999,HWS,15.8389732035722,111.75,41.25
2,0.9999,HWS,13.4389835633537,111.75,41.25
3.5,0.9,HWS,394.088802315789,111.75,41.25
3.5,0.95,HWS,263.996092714286,111.75,41.25
3.5,0.99,HWS,123.923481765414,111.75,41.25
3.5,0.999,HWS,59.9777731971178,111.75,41.25
3.5,0.9999,HWS,52.4141105099749,111.75,41.25
0.85,0.9,HWF,16.3007518796993,111.75,41.25
0.85,0.95,HWF,14.2667919799499,111.75,41.25
0.85,0.99,HWF,6.79924812030075,111.75,41.25
0.85,0.999,HWF,3.12282784837779,111.75,41.25
0.85,0.9999,HWF,2.78970240828641,111.75,41.25
1.5,0.9,HWF,13.8020050125313,111.75,41.25
1.5,0.95,HWF,14.7593984962406,111.75,41.25
1.5,0.99,HWF,9.55639097744361,111.75,41.25
1.5,0.999,HWF,4.87205513784461,111.75,41.25
1.5,0.9999,HWF,4.30730515659634,111.75,41.25
2,0.9,HWF,10.5112781954887,111.75,41.25
2,0.95,HWF,12.8370927318296,111.75,41.25
2,0.99,HWF,10.8395989974937,111.75,41.25
2,0.999,HWF,6.38975728795673,111.75,41.25
2,0.9999,HWF,5.73726421316449,111.75,41.25
3.5,0.9,HWF,4.20551378446115,111.75,41.25
3.5,0.95,HWF,6.63157894736842,111.75,41.25
3.5,0.99,HWF,10.2631578947368,111.75,41.25
3.5,0.999,HWF,10.2305764411028,111.75,41.25
3.5,0.9999,HWF,9.79949874686717,111.75,41.25
0.85,0.9,HWD,62.6791979949875,112.75,41.25
0.85,0.95,HWD,37.0952380952381,112.75,41.25
0.85,0.99,HWD,12.3115365813916,112.75,41.25
0.85,0.999,HWD,4.69497026880928,112.75,41.25
0.85,0.9999,HWD,4.1460331303679,112.75,41.25
1.5,0.9,HWD,81.5238095238095,112.75,41.25
1.5,0.95,HWD,52.6641604010025,112.75,41.25
1.5,0.99,HWD,20.7293233082707,112.75,41.25
1.5,0.999,HWD,8.58512289495669,112.75,41.25
1.5,0.9999,HWD,7.38260544291586,112.75,41.25
2,0.9,HWD,94.0601503759399,112.75,41.25
2,0.95,HWD,63.5588972431078,112.75,41.25
2,0.99,HWD,28.1578947368421,112.75,41.25
2,0.999,HWD,12.7217781295344,112.75,41.25
2,0.9999,HWD,10.9933516712317,112.75,41.25
3.5,0.9,HWD,141.095238095238,112.75,41.25
3.5,0.95,HWD,107.318295739348,112.75,41.25
3.5,0.99,HWD,61.7869674185464,112.75,41.25
3.5,0.999,HWD,34.8370927318296,112.75,41.25
3.5,0.9999,HWD,30.937343358396,112.75,41.25
0.85,0.9,HWI,5.83164357869674,112.75,41.25
0.85,0.95,HWI,4.49528223142857,112.75,41.25
0.85,0.99,HWI,2.59119904235491,112.75,41.25
0.85,0.999,HWI,1.54008174473858,112.75,41.25
0.85,0.9999,HWI,1.40952850778347,112.75,41.25
1.5,0.9,HWI,6.63789111253133,112.75,41.25
1.5,0.95,HWI,5.36590270225564,112.75,41.25
1.5,0.99,HWI,3.46621753408521,112.75,41.25
1.5,0.999,HWI,2.29347763081203,112.75,41.25
1.5,0.9999,HWI,2.12762696692143,112.75,41.25
2,0.9,HWI,7.10037708245614,112.75,41.25
2,0.95,HWI,5.84130136766917,112.75,41.25
2,0.99,HWI,3.98373914446115,112.75,41.25
2,0.999,HWI,2.80102386377378,112.75,41.25
2,0.9999,HWI,2.64563923144776,112.75,41.25
3.5,0.9,HWI,8.99502267619048,112.75,41.25
3.5,0.95,HWI,7.82157952205514,112.75,41.25
3.5,0.99,HWI,6.1082192556391,112.75,41.25
3.5,0.999,HWI,4.8040064297995,112.75,41.25
3.5,0.9999,HWI,4.58314147468672,112.75,41.25
0.85,0.9,HWS,106.068737393484,112.75,41.25
0.85,0.95,HWS,52.0030590664161,112.75,41.25
0.85,0.99,HWS,13.1938959209925,112.75,41.25
0.85,0.999,HWS,4.53581009791317,112.75,41.25
0.85,0.9999,HWS,3.89315777176693,112.75,41.25
1.5,0.9,HWS,155.715804909774,112.75,41.25
1.5,0.95,HWS,84.0823367368421,112.75,41.25
1.5,0.99,HWS,26.08175449198,112.75,41.25
1.5,0.999,HWS,9.59375809236996,112.75,41.25
1.5,0.9999,HWS,8.14024131701106,112.75,41.25
2,0.9,HWS,196.524678568922,112.75,41.25
2,0.95,HWS,112.54829037594,112.75,41.25
2,0.99,HWS,39.4962286142857,112.75,41.25
2,0.999,HWS,15.8986222933787,112.75,41.25
2,0.9999,HWS,13.65384454082,112.75,41.25
3.5,0.9,HWS,387.73838006015,112.75,41.25
3.5,0.95,HWS,256.604544085213,112.75,41.25
3.5,0.99,HWS,120.328724986967,112.75,41.25
3.5,0.999,HWS,59.213373744787,112.75,41.25
3.5,0.9999,HWS,51.7246596469424,112.75,41.25
0.85,0.9,HWF,16.3157894736842,112.75,41.25
0.85,0.95,HWF,13.8822055137845,112.75,41.25
0.85,0.99,HWF,6.63049768383808,112.75,41.25
0.85,0.999,HWF,3.03242924131795,112.75,41.25
0.85,0.9999,HWF,2.77613270485602,112.75,41.25
1.5,0.9,HWF,13.6942355889724,112.75,41.25
1.5,0.95,HWF,14.4736842105263,112.75,41.25
1.5,0.99,HWF,9.20802005012531,112.75,41.25
1.5,0.999,HWF,4.72500549619663,112.75,41.25
1.5,0.9999,HWF,4.22147406053834,112.75,41.25
2,0.9,HWF,10.4561403508772,112.75,41.25
2,0.95,HWF,12.6741854636592,112.75,41.25
2,0.99,HWF,10.5513784461153,112.75,41.25
2,0.999,HWF,6.26248516026909,112.75,41.25
2,0.9999,HWF,5.60965054535203,112.75,41.25
3.5,0.9,HWF,4.33333333333333,112.75,41.25
3.5,0.95,HWF,6.60651629072682,112.75,41.25
3.5,0.99,HWF,10.218045112782,112.75,41.25
3.5,0.999,HWF,9.95488721804511,112.75,41.25
3.5,0.9999,HWF,9.59147869674185,112.75,41.25
0.85,0.9,HWD,61.8696741854637,113.75,41.25
0.85,0.95,HWD,36.328320802005,113.75,41.25
0.85,0.99,HWD,11.7501758782922,113.75,41.25
0.85,0.999,HWD,4.58473381126143,113.75,41.25
0.85,0.9999,HWD,3.80879601089802,113.75,41.25
1.5,0.9,HWD,80.2080200501253,113.75,41.25
1.5,0.95,HWD,51.3107769423559,113.75,41.25
1.5,0.99,HWD,19.796992481203,113.75,41.25
1.5,0.999,HWD,8.02373713566682,113.75,41.25
1.5,0.9999,HWD,6.82515347320831,113.75,41.25
2,0.9,HWD,92.8095238095238,113.75,41.25
2,0.95,HWD,62.2982456140351,113.75,41.25
2,0.99,HWD,27.0075187969925,113.75,41.25
2,0.999,HWD,12.1284743075439,113.75,41.25
